input,output,instruction
People in Bangkhun and Thonburi are set to benefit from the extension of the MRT Blue Line  BEM will open the first 4 stations in October 2019 ,ประชาชนในย่านบางแคและธนบุรีกำลังเตรียมใช้บริการสายสีน้ำเงินของโครงการรถไฟฟ้าที่ขยายต่อไปจากหัวลำโพงถึงบางแคซึ่งรฟม จะเปิดให้ใช้บริการสี่สถานีแรกก่อนเวลาที่กำหนดในเดือนกันยายน พ ศ 2562,แปลอังกฤษเป็นภาษาไทย
"Minnesotans rallied in Minneapolis, Minnesota, calling for justice for a 46 year old man who was killed by a police officer who kneeled on his neck for several minutes  The four police officers have been fired ",ชาวสหรัฐฯ ชุมนุมในเมืองมินนิอาโปลิส รัฐมินนิโซตา เรียกร้องความเป็นธรรมกรณีชายผิวสี วัย 46 ปี ถูกตำรวจจับกุมโดยใช้เข่ากดที่บริเวณคอนานหลายนาทีจนเสียชีวิตในเวลาต่อมา ขณะที่ตำรวจทั้ง 4 นายถูกไล่ออกแล้ว,แปลอังกฤษเป็นภาษาไทย
"Minnesotans rallied in Minneapolis, Minnesota, calling for justice for a 46 year old man who was killed by a police officer who kneeled on his neck for several minutes  The four police officers have been fired ",ชาวสหรัฐฯ ที่รวบรวมตั้งแต่เมืองมินนิอาโปลิสในรัฐมินนิโซตา กำลังออกเสียงเรียกร้องให้เกิดความยุติธรรมต่อผู้ชายคนหนึ่งที่มีผิวสีและอายุ 46 ปี ผู้นี้ถูกตำรวจจับกุมโดยใช้เข่ากดที่บริเวณคอตลอดเวลาหลายนาทีจนเสียชีวิต ในขณะเดียวกันทำให้ตำรวจทั้งสี่คนถูกกำจัดออกไปแล้ว,แปลอังกฤษเป็นภาษาไทย
Gen  Prayut reassured that the funeral of His Majesty the late King will be complete by Jan  1 and debunked the rumor of a 5 day hiatus in the wake of the 26 Oct  fun,ประยุทธ์ ยันความพร้อมจัดเตรียมพระราชพิธีถวายพระเพลิงพระบรมศพเสร็จสมบูรณ์ ก ย  ถวายรายงาน พระเจ้าอยู่หัว เป็นระยะ ปัดข่าวลือหยุดยาว 5 วันงานพระราชพิธีถวายพระเพลิง แจงหยุด 26 ต ค ,แปลอังกฤษเป็นภาษาไทย
Gen  Prayut reassured that the funeral of His Majesty the late King will be complete by Jan  1 and debunked the rumor of a 5 day hiatus in the wake of the 26 Oct  fun,ประยุทธ์ทีมันต้องเตรียมพร้อมเพื่อจัดพิธีถวายพระเพลิงพระบรมศพอย่างเต็มที่ในวันที่ กันยายน แบบที่มีการถวายรายงานให้กับพระเจ้าอยู่หัว แต่ข่าวลือสำหรับช่วง 5 วันของงานพระราชพิธีถวายพระเพลิงถูกยกเลิกในวันที่ 26 ตุลาคม,แปลอังกฤษเป็นภาษาไทย
"Mom and daughter bonding  Daughter is competing in an international beauty pageant  Mom is cheering from the sidelines  Nuu Aor Nitrojarn, an experienced entertainer ",แม่ลูกผูกพัน ลูกสาวไปสู้ศึกประชันสวยกับนางงามต่างชาติ คุณแม่ก็ต้องส่งแรงใจเชียร์อย่างแรง นุ อนุสรณ์ จารุวัฒนานุกูล ออร์แกไนซ์ฝีมือไม่ธรรมดา,แปลอังกฤษเป็นภาษาไทย
"Mom and daughter bonding  Daughter is competing in an international beauty pageant  Mom is cheering from the sidelines  Nuu Aor Nitrojarn, an experienced entertainer ",แม่ลูกผูกพันตลอดเวลา ลูกสาวของเธอเดินทางไปพิชิตคู่แข่งที่สวยงามที่มาจากชาติต่างๆ ด้วยความพยายามที่ไม่เคยมีมาก่อน คุณแม่จึงต้องส่งแรงใจและการส่งเสียงเชียร์อย่างไม่รู้ล้าไปให้กับลูกสาวของเธอ นุ อนุสรณ์ จารุวัฒนานุกูล ออร์แกไนซ์ เธอเป็นคนที่มีความสามารถเฉพาะตัวที่ไม่ธรรมดา,แปลอังกฤษเป็นภาษาไทย
"On 27th May 2020, the Royal Household issued the announcement of Her Royal Highness Princess Chulabhorn Mahidol Ayudhaya, Princess of Nangklao, Chakri Narendhiraj Diposri, in her capacity as a member of the Medical Council, to undergo a check up at the right forearm (wrist) by the medical team at Ch",วันนี้ (27 มิ ย 2563) สำนักพระราชวัง ออกแถลงการณ์เรื่อง สมเด็จพระเจ้าน้องนางเธอ เจ้าฟ้าจุฬาภรณวลัยลักษณ์ อัครราชกุมารี กรมพระศรีสวางควัฒน วรขัตติยราชนารี เสด็จไปรับการถวายการตรวจพระอาการชาบริเวณพระกร (แขน) ขวา ณ โรงพยาบาลจุฬาภรณ ฉบับที่ 2 ความว่า,แปลอังกฤษเป็นภาษาไทย
"On 27th May 2020, the Royal Household issued the announcement of Her Royal Highness Princess Chulabhorn Mahidol Ayudhaya, Princess of Nangklao, Chakri Narendhiraj Diposri, in her capacity as a member of the Medical Council, to undergo a check up at the right forearm (wrist) by the medical team at Ch",วันนี้ (27 มิถุนายน 2563) สำนักพระราชวังมี หมองสำคัญเรื่องพระฯ พระองค์พระเจ้าน้องนางเธอ เจ้าฟ้าจุฬาภรณวลัยลักษณ์ สงกรานต์อัพดวงดาบหนึ่ง ภายในการเยี่ยมชมแขนพระกรที่ทรงเจรจาตรวจสอบอยู่ที่โรงพยาบาลจุฬาภรณ์ ฉบับที่สอง มีความหมายว่า,แปลอังกฤษเป็นภาษาไทย
"Rescuers have evacuated hundreds of passengers from a Italian flagged cruise ship that burned Sunday, and authorities are investigating the cause of the fire ",ทีมกู้ภัยสามารถอพยพผู้โดยสารหลายร้อยคน ออกจากเรือเฟอร์รี่สัญชาติอิตาลี ที่เกิดเพลิงไหม้เมื่อวันอาทิตย์ ได้หมดทุกคนแล้ว ขณะที่ทางการเตรียมสืบสวนหาสาเหตุของไฟไหม้,แปลอังกฤษเป็นภาษาไทย
"Rescuers have evacuated hundreds of passengers from a Italian flagged cruise ship that burned Sunday, and authorities are investigating the cause of the fire ",ฉันทีมกู้ภัยมีความสามารถในการอพยพผู้โดยสารสร้างเฟอร์รี่อิตาเลียนออกจากเรือที่เกิดเพลิงไหม้ในวันอาทิตย์ จำนวนหลายร้อยคน อะไรก็ตามทีมกู้ภัยสามารถพาทุกคนออกจากเรือได้เรียบร้อยแล้ว ในเวลาเดียวกันทางเจ้าหน้าที่กำลังทำการสืบสวนเพื่อค้นหาสาเหตุของไฟไหม้,แปลอังกฤษเป็นภาษาไทย
"A new library of Chulalongkorn University has won 1st rank in the world in Library category from the ""Best of year 2019"" award by ""Interior design magazine"" in New York ",ห้องสมุดใหม่ สถาปัตย์ จุฬาฯ คว้ารางวัลชนะเลิศอันดับ 1 ของโลก หมวด Library จากงาน Best of Year Awards 2019 ที่จัดขึ้นโดย Interior Design Magazine นิวยอร์ก,แปลอังกฤษเป็นภาษาไทย
"A new library of Chulalongkorn University has won 1st rank in the world in Library category from the ""Best of year 2019"" award by ""Interior design magazine"" in New York ",ห้องสมุดใหม่ของจุฬาลงกรณ์มหาวิทยาลัยได้รับรางวัลชนะเลิศอันดับ 1 ในหมวดห้องสมุดจากงาน Best of Year Awards 2019 ที่จัดขึ้นโดยนิต้วยอร์กแอนเดอร์ไฮเนอร์มาสุดใจ,แปลอังกฤษเป็นภาษาไทย
The University of Oxford in England has released the biggest study to date on the coronavirus  It found that male patients with the disease have a nearly 2 fold higher mortality rate than female patients,มหาวิทยาลัยออกซ์ฟอร์ดในอังกฤษเผยแพร่ผลการศึกษาครั้งใหญ่สุดเกี่ยวกับเชื้อโควิด พบผู้ป่วยเพศชาย มีอัตราการเสียชีวิตด้วยโรคโควิด 19 สูงกว่าผู้หญิงเกือบ 2 เท่า,แปลอังกฤษเป็นภาษาไทย
The University of Oxford in England has released the biggest study to date on the coronavirus  It found that male patients with the disease have a nearly 2 fold higher mortality rate than female patients,มหาวิทยาลัยออกซ์ฟอร์ดในอังกฤษได้เผยแพร่ผลการศึกษาสำหรับโรคโควิดที่ใหญ่ที่สุดพบว่าผู้ป่วยเพศชายมีอัตราการเสียชีวิตจากโรคโควิด 19 สูงกว่าผู้หญิงเกือบสองเท่า,แปลอังกฤษเป็นภาษาไทย
"A crazed son of a drug trafficker wielded a knife on a street, and his mother called for help  The police rescued the young man, who later hanged himself in his room  A local man said, ""Drugs are so cheap these days  In the past, a three hundred baht package, now a one  hundred thousand package ",ลูกชายทาสยานรกคลั่งไล่ฟันคนบนถนน แม่แจ้งตำรวจช่วยจับตัวไปบำบัด กลับหนีเข้าห้องแขวนคอดับ ชาวบ้านบอกยาบ้าถูกสุดๆ แล้วยุคนี้ เมื่อก่อนเม็ดสามร้อย ตอนนี้สามเม็ดสี่เม็ดร้อย ,แปลอังกฤษเป็นภาษาไทย
"A crazed son of a drug trafficker wielded a knife on a street, and his mother called for help  The police rescued the young man, who later hanged himself in his room  A local man said, ""Drugs are so cheap these days  In the past, a three hundred baht package, now a one  hundred thousand package ",ลูกชายที่ถูกทอซอยเขาเข้าไปในสถานีรถไฟเงียบปลอดภัยจนมืดมัวและตาย พวกเขาได้บอกว่าเขาถูกไล่ตามเป็นจำนวนมากและในสิงคโปร์ หลังจากนั้นมารดาของเขาได้ทราบข่าวนะ จึงได้ติดต่อตำรวจและเคารพในตอนนี้เขาถูกติดตามเข้าห้องแขวนคอและจำนวนมากของอะตอมสูบ กลุ่มชาวบ้านได้แสดงความเสียใจเกี่ยวกับว่าที่สุดของยาสลบและบอกไว้ว่าในสื่อสังคมรุนแรงในปัจจุบันมีข้อมูลที่อึดอัดมากขึ้นในสามสิบพันในกรุ๊ปนี้มีสี่สิบร้อยเม็ด of them ,แปลอังกฤษเป็นภาษาไทย
Chiang Rai Governor is the co chairman of the 12 pig neck ceremony  The ceremony is a traditional Lanna ritual to summon the spirit back to its rightful place ,"พ่อเมืองเชียงรายเป็นประธานร่วมปลงผมนาค 12 หมูป่า ทำพิธีฮ้องขวัญตามแบบประเพณีล้านนา เรียกขวัญกลับคืนมาให้ครบ หลังไปติดในถ้ำนานหลายวัน
",แปลอังกฤษเป็นภาษาไทย
Chiang Rai Governor is the co chairman of the 12 pig neck ceremony  The ceremony is a traditional Lanna ritual to summon the spirit back to its rightful place ,"พ่อเมืองเชียงรายเป็นประธานร่วมปลงผมนาค 12 หมูป่า ทำพิธีฮ้องขวัญตามแบบประเพณีล้านนา เรียกขวัญกลับคืนมาให้ครบ หลังไปติดในถ้ำนานหลายวัน

 > พ่อเมืองเชียงรายเป็นประธานร่วมปลงผมนาค 12 หมูป่า ทำพิธีฮ้องขวัญตามแบบประเพณีล้านนา เรียกขวัญกลับคืนมาให้ครบ หลังไปติดในถ้ำนานหลายวัน",แปลอังกฤษเป็นภาษาไทย
S Vajiramundra at the Bangkok Military Court for prosecution   not produced by the Military Prosecutor with a letter to the Attorney General ,ส ศิวรักษ์ ขึ้นศาลทหารกรุงเทพ ฟังคำสั่งฟ้อง   ไม่ฟ้อง จากอัยการทหาร พร้อมทำจดหมายส่งอัยการ คดี ม 112 หมิ่นพระนเรศวร ก่อนศาลจะเลื่อนนัดเป็นวันที่ 17 ม ค 61,แปลอังกฤษเป็นภาษาไทย
S Vajiramundra at the Bangkok Military Court for prosecution   not produced by the Military Prosecutor with a letter to the Attorney General ,ส ศิวรักษ์ ได้เกลี่ยกล่อมไปสู่ศาลทหารกรุงเทพฯ เพื่อฟังคำสั่งจากอัยการทหารที่ไม่ได้ฟ้องหา พร้อมกับการเตรียมจดหมายส่งให้กับอัยการของคดีม 112 ที่มิง่อหรือเสียก่อนวันที่ 17 มกราคม 2561,แปลอังกฤษเป็นภาษาไทย
Theนครบาล's acting commissioner said the report on police involved in the energy drink heir case was submitted to the National Police Chief for consideration  Nine police are involved and a report has been set up for a fact finding committee ,รักษาราชการแทนผู้บัญชาการตำรวจนครบาล ระบุว่าส่งรายงานการตรวจสอบตำรวจที่เกี่ยวข้องกับคดีทายาทเครื่องดื่มชูกำลัง ให้ผู้บัญชาการตำรวจแห่งชาติพิจารณาแล้ว พบมีตำรวจ 9 นายเกี่ยวข้องและมีรายงานถูกตั้งกรรมการสอบสวนข้อเท็จจริงแล้ว,แปลอังกฤษเป็นภาษาไทย
Theนครบาล's acting commissioner said the report on police involved in the energy drink heir case was submitted to the National Police Chief for consideration  Nine police are involved and a report has been set up for a fact finding committee ,ผู้รักษาราชการแทนผู้บัญชาการตำรวจนครบาลได้ระบุว่าเขาได้ส่งรายงานการตรวจสอบให้ผู้บัญชาการตำรวจแห่งชาติพิจารณาแล้ว โดยเนื้อหาของรายงานเกี่ยวข้องกับคดีของเครื่องดื่มชูกำลัง พบว่ามีตำรวจทั้งหมด 9 คนที่เกี่ยวข้อง และมีรายงานที่ถูกตั้งกรรมการสอบสวนเพื่อตรวจสอบความเท็จจริงแล้ว,แปลอังกฤษเป็นภาษาไทย
"Dramatic video! A man in Ubon Ratchathani posted a clip of a small dam spillway crashing into a pontoon, forcing tourists to swim for their lives  A spokesperson said it's a daily routine ",นาทีชีวิต! หนุ่มโพสต์คลิประทึกขณะล่องแพลำโดมน้อย จ อุบลฯ เจอเขื่อนปล่อยน้ำออกทำแพชนกันแหลก นักเที่ยวต้องโดดหนีตายขึ้นฝั่ง ด้านเจ้าหน้าที่แจงทำเป็นปกติทุกวัน,แปลอังกฤษเป็นภาษาไทย
"Dramatic video! A man in Ubon Ratchathani posted a clip of a small dam spillway crashing into a pontoon, forcing tourists to swim for their lives  A spokesperson said it's a daily routine ",นาทีในชีวิต! หนุ่มประกาศคลิปเตือนใจขณะล่องแพลงโดมน้อย จังหวัดอุบลฯ ประสบเหตุการณ์ที่เขื่อนปล่อยน้ำออกทำให้มีแพชนแหลกกระเด็นขึ้น นักท่องเที่ยวต้องกระโดดหนีไปยังฝั่งเพื่อหนีตาย ส่วนเจ้าหน้าที่ภารกิจดูเหมือนที่เป็นปกติทุกวัน,แปลอังกฤษเป็นภาษาไทย
Police to summon former Deputy Commerce Minister Pt  Thammarat Setthakorn for questioning in connection with the death of Chai Duang sai Sae tang ,ตำรวจกองปราบฯ จ่อออกหมายเรียก พ ต ท บรรยิน ตั้งภากรณ์ อดีต รมช พาณิชย์ ผู้ต้องหาในคดีการเสียชีวิตของ เสี่ยจืด ชูวงษ์ แซ่ตั๊ง ให้นำรถเลกซัสคันเกิดเหตุมาตรวจสอบอีกครั้ง ประสานสถาบันเทคโนโลยีพระจอมเกล้าพระนครเหนือ,แปลอังกฤษเป็นภาษาไทย
Police to summon former Deputy Commerce Minister Pt  Thammarat Setthakorn for questioning in connection with the death of Chai Duang sai Sae tang ,ตำรวจกองปราบฯ ได้ประกาศเรียกพบ พ ต ท บรรยิน ที่เป็นเจ้าหน้าที่สูงอย่างเช่นเดียวกันกับ ภากรณ์ ผู้มีตำแหน่งรอง ภาวะผู้ต้องหาในคดีที่เกี่ยวข้องกับการเสียชีวิตของ เสี่ยจืด ชูวงษ์ แซ่ตั๊ง ให้นำรถเลกซัสที่มีความเสียหายมากยิ่งขึ้นมาตรวจสอบเพื่อให้การทำงานร่วมกับสถาบันเทคโนโลยีของจังหวัดกรุงเทพมหานคร ถือได้ว่ามีความสำคัญอย่างมาก,แปลอังกฤษเป็นภาษาไทย
Spain must check off 3 things to be a World Cup contender in Russia ,เช็ก 3 เรื่องที่ ทัพกระทิงดุ ทีมชาติสเปนต้องทำหากหวังที่จะผงาดในศึกฟุตบอลโลก 2018 ที่ประเทศรัสเซีย หลังฟอร์มไม่เปรี้ยงปร้างเท่าที่ควร,แปลอังกฤษเป็นภาษาไทย
Spain must check off 3 things to be a World Cup contender in Russia ,ทีมชาติสเปนจะต้องเช็กอย่างสุดคุ้มกับ 3 เรื่องที่ทำให้ทัพกระทิงดุในฟุตบอลโลก 2018 ที่ประเทศรัสเซีย แม้ฟอร์มจะไม่ดีตามที่คาดหวัง,แปลอังกฤษเป็นภาษาไทย
"BR  V HR  VCR  VTH7 days I'm going to travel!  Honda  invites customers to drive long distance tours in Laos, Vietnam ",7 วันฉันจะเที่ยว! Honda ชวนลูกค้า BR V HR V CR V ขับรถทางไกลไปเที่ยวใน ลาว เวียดนาม ,แปลอังกฤษเป็นภาษาไทย
"BR  V HR  VCR  VTH7 days I'm going to travel!  Honda  invites customers to drive long distance tours in Laos, Vietnam ",Honda เชิญลูกค้า BR V HR V CR V ขับรถทางไกลไปเที่ยวในประเทศลาวและเวียดนาม เป็นเวลา 7 วันครับ,แปลอังกฤษเป็นภาษาไทย
"It's time to get together again! This time, camDude will take you on a full fledged talk with a handsome and rockstar dean  Sounds like a huh? This is entertainment or education? Let'",กลับมาเจอกันอีกครั้ง กับ Study Inside ครั้งนี้ พี่แคมปัส จะพาไปพูดคุยกันแบบจุใจ กับอธิการบดีรูปหล่อร็อกสตาร์ ฟังเหมือนเอ๊ะ? นี่หน้าบันเทิงหรือการศึกษากันนะ งั้นเรา,แปลอังกฤษเป็นภาษาไทย
"It's time to get together again! This time, camDude will take you on a full fledged talk with a handsome and rockstar dean  Sounds like a huh? This is entertainment or education? Let'",จะใช้เวลาเดินทางมาพบกันอีกครั้งกับ Study Inside ครั้งนี้ พี่แคมปัส จะพาเราไปพูดคุยกันแบบอิ่มอกอิ่มใจ กับอธิการบดีที่มีดีกรีการร้องเพลงที่สวยงามเหมือนดาราสตาร์อยู่? เหมือนว่านี่คือการรวมความบันเทิงและการศึกษาเข้าด้วยกันใช่ไหมล่ะ? งั้นแล้วเราก็  ,แปลอังกฤษเป็นภาษาไทย
"Philippine President Benigno Aquino III canceled his Christmas party to mourn the more than 650 people who have been killed by a super typhoon that hit the southern island of Mindanao  As the government tries to explain why so many people have died, it is blaming the public for a lack of heed to", ประธานาธิบดีฟิลิปปินส์ยุติการร่วมงานสังสรรค์คริสต์มาสเพื่อไว้อาลัยแก่ประชาชนกว่า 650 คนที่เสียชีวิตจากเหตุพายุโซนร้อนวาชิพัดถล่มเกาะมินดาเนาทางใต้ของประเทศ ขณะที่ทางการพยายามอธิบายสาเหตุที่ทำให้มีผู้เสียชีวิตจำนวนมากเกิดจากความชะล่าใจของประชาชน,แปลอังกฤษเป็นภาษาไทย
"Philippine President Benigno Aquino III canceled his Christmas party to mourn the more than 650 people who have been killed by a super typhoon that hit the southern island of Mindanao  As the government tries to explain why so many people have died, it is blaming the public for a lack of heed to",ประธานาธิบดีฟิลิปปินส์เข้าร่วมการสังสรรค์คริสต์มาสเพื่อร้องอาลัยแก่ประชาชนกว่า 650 คนที่สูญเสียชีวิตจากพายุโซนร้อนวาชิพัดถล่มเกาะมินดาเนาใต้ ในขณะเดียวกัน อธิบายเหตุผลที่ประชาชนมีความเสียหายจำนวนมากเพราะความรู้สึกเศร้าโศกของประชาชน,แปลอังกฤษเป็นภาษาไทย
"Dangerous on the highways! A young mechanic was driving from Hat Yai to Chumphon  He was overtaking a truck  A piece of metal weighing more than 1kg  came off and hit the windshield of his car, injuring his girlfriend in the head ",อันตรายบนทางหลวง! เซลส์แมนหนุ่มขับรถกลับจากหาดใหญ่ถึงชุมพร กำลังแซงรถบรรทุก โดนเศษกระทะล้อเป็นโลหะหนักกว่า1กก  แตกหลุดออกมา กระเด็นพุ่งชนกระจกหน้ารถทะลุ ถูกเข้าเต็มหน้าเพื่อนสาวที่นั่งมาด้วยบาดเจ็บสาหัส ,แปลอังกฤษเป็นภาษาไทย
"Dangerous on the highways! A young mechanic was driving from Hat Yai to Chumphon  He was overtaking a truck  A piece of metal weighing more than 1kg  came off and hit the windshield of his car, injuring his girlfriend in the head ",อันตรายท้ายทางหลวง! นักขายชายที่ขับรถกลับจากหาดใหญ่ไปถึงชุมพรกำลังถูกรถบรรทุกแซง โดนเศษกระทะล้อที่มีน้ำหนักหนักกว่า 1 กิโลกรัมสะเก็ดออกมาและกระเด็นเข้าทะลุหน้ากระจกรถ ทำให้เพื่อนสาวที่นั่งอยู่ภายในได้รับบาดเจ็บอย่างรุนแรงสาหัส,แปลอังกฤษเป็นภาษาไทย
"Mercedes GP will continue to support the work of the Formula E team, despite Ferrari and Red Bull's withdrawal at the end of last week ", ทีมเมอร์เซเดส จีพี ยังคงให้การสนับสนุนการทำงานของสมาคมทีมแข่งเอฟวัน ต่อไป แม้ว่าทีม เฟอร์รารี และทีม เรดบูลล์ เรซซิง จะถอนตัวจากการสนุบสนุนไปเมื่อสุดสัปดาห์ที่ผ่านมา,แปลอังกฤษเป็นภาษาไทย
"Mercedes GP will continue to support the work of the Formula E team, despite Ferrari and Red Bull's withdrawal at the end of last week ",ทีมเมอร์เซเดส จีพี ยังคงให้การสนับสนุนให้กับสมาคมทีมแข่งเอฟวันต่อไป อย่างไรก็ตามทีมเฟอร์รารีและทีมเรดบูลล์เรซซิงได้เลือกที่จะเลิกรับการสนับสนุนในสุดสัปดาห์ที่ผ่านมา,แปลอังกฤษเป็นภาษาไทย
"A painful conclusion for all, the girl who realised she was a 3rd hand, found out later that she had cancer, her boyfriend was at a loss as to what to do, didn't know who to choose ",บทสรุปที่เจ็บปวดกันทุกคน สาวรู้ตัวว่าเป็นมือที่ 3 มารู้ทีหลังว่า ป่วยเป็นมะเร็ง แฟนหนุ่มไม่รู้จะทำอย่างไร ไม่รู้จะเลือกใคร ,แปลอังกฤษเป็นภาษาไทย
"A painful conclusion for all, the girl who realised she was a 3rd hand, found out later that she had cancer, her boyfriend was at a loss as to what to do, didn't know who to choose ",สรุปที่ทุกคนรู้สึกเจ็บปวด สาวตระหนักว่าเธอเป็นคนที่สามที่รู้ได้ทีหลังว่าเธอเป็นโรคมะเร็ง แฟนหนุ่มไม่รู้ว่าจะดำเนินการอย่างไร ไม่รู้ว่าจะเลือกใคร,แปลอังกฤษเป็นภาษาไทย
The plane sank at Don Muang  The management has alerted the base and is watching the landing gear  With plastic cover , เครื่องบินจมน้ำที่ดอนเมือง ผู้บริหารแจ้ง เฝ้าระวังฐานล้อเครื่องบินแล้ว ด้วยการนำพลาสติกมาหุ้มไว้,แปลอังกฤษเป็นภาษาไทย
The plane sank at Don Muang  The management has alerted the base and is watching the landing gear  With plastic cover ,ผู้บริหารเตือนว่าพวกเขาได้ติดตามและป้องกันล้อเครื่องบินโดยใช้พลาสติกเพื่อความปลอดภัยที่ดอนเมือง,แปลอังกฤษเป็นภาษาไทย
"Jay & Jiradej Yodwattana (J & G) won the TV Drama Awards 29 as the Best Actor & Actress, respectively  Jiranee Thirasatit (YuJi) also won 3 awards, including Best Drama, Best Director, and Best Art Direction ","ณเดชน์ ยุ้ย จีรนันท์ คว้าดารานำรางวัลโทรทัศน์ทองคํา ครั้งที่ 29 จุ๋ย โอ๊ต วรวุฒิ ได้ดาราสนับสนุน ละครดีเด่น ขณะที่ ละคร ลูกทาส ช่อง 3 กวาด 3 รางวัล ละครดีเด่น, ผู้กำกับดีเด่น และองค์ประกอบศิลป์ดีเด่น ",แปลอังกฤษเป็นภาษาไทย
"Jay & Jiradej Yodwattana (J & G) won the TV Drama Awards 29 as the Best Actor & Actress, respectively  Jiranee Thirasatit (YuJi) also won 3 awards, including Best Drama, Best Director, and Best Art Direction ",ณเดชน์ ยุ้ย จีรนันท์ ได้คว้ารางวัลโทรทัศน์ทองคำชุดที่ 29 โดยมีความเป็นมารดาสนับสนุนจาก วรวุฒิ ได้รับรางวัลละครดีเด่นในละครลูกทาส ช่อง 3 พร้อมกับผู้กำกับดีเด่นและองค์ประกอบศิลป์ดีเด่น ทั้งนี้,แปลอังกฤษเป็นภาษาไทย
"A masterpiece of gift giving, the recycled paper ""Buddha"" from the 4 star rated Vajirarn Welfare Group, a local co operative enterprise, is a product of the melding of a motif and a slogan  It is produced to generate revenue ",สุดยอดของฝากของขวัญ พระสมเด็จเกศไชโย จากกระดาษรีไซเคิล ฝีมืองานโอทอป 4 ดาว กลุ่มพัฒนาอาชีพวีรไทย เผยเกิดจากนำเอกลักษณ์ คำขวัญ จ อ่างทอง ผลิตเป็นชิ้นงานสร้างรายได้,แปลอังกฤษเป็นภาษาไทย
"A masterpiece of gift giving, the recycled paper ""Buddha"" from the 4 star rated Vajirarn Welfare Group, a local co operative enterprise, is a product of the melding of a motif and a slogan  It is produced to generate revenue ",ส่งต่อ ยอดเยี่ยมของของขวัญ พระสมเด็จเกศไชโย ที่ทำจากกระดาษรีไซเคิล ด้วยการใช้ฝีมือในการทำโอทอป 4 ดาว โดยกลุ่มพัฒนาอาชีพวีรไทยได้เผยแพร่ออกมาจากการนำมาใช้จากคำขวัญของจังหวัดอ่างทองเพื่อสร้างรายได้,แปลอังกฤษเป็นภาษาไทย
"A 34 year old son of the town's mayor, who was riding a popular KTM motorcycle, crashed into a truck, killing the driver, aged 74, on impact, despite wearing a helmet ",หนุ่มวัย 34 ปี ลูกชายคนเดียวของนายกเทศมนตรีต หนองแสง จ มหาสารคาม ขี่รถบิ๊กไบค์ยี่ห้อดังเคทีเอ็ม ชนปิกอัพที่คนขับวัย74ปีกำลังกลับรถออกจากข้างทาง คอหักตายคาที่ ทั้งที่สวมหมวกกันน็อก  ,แปลอังกฤษเป็นภาษาไทย
"A 34 year old son of the town's mayor, who was riding a popular KTM motorcycle, crashed into a truck, killing the driver, aged 74, on impact, despite wearing a helmet ",หนุ่มอายุ 34 ปีเป็นลูกชายเดียวของนายกเทศมนตรีต หนองแสง จังหวัดมหาสารคาม ขี่รถบิ๊กไบค์ยี่ห้อดังเคทีเอ็ม ชนปิกอัพที่คนขับอายุ 74 ปีกำลังกลับรถออกจากข้างทาง ส่วนคอหักตายคาที่เกิดขึ้นแม้ว่าเขาสวมหมวกกันน็อกอยู่ด้วย,แปลอังกฤษเป็นภาษาไทย
"A foreign man in his 30s was invited by a friend to watch a paean dance in Sa Kaeo, Udon Thani  He got into a brawl with young men in front of the stage  In the end, he ran off to get a motorcycle, only to be shot by an unidentified man ",หนุ่มต่างถิ่นชวนเพื่อนมาดูหมอลำที่บ้านสร้างแป้น อ เพ็ญ จ อุดรธานี เกิดมีเรื่องกับวัยรุ่นในพื้นที่หน้าเวทีหมอลำหลายครั้ง สุดท้ายวิ่งหนีจะไปขึ้นจยย ถูกมือมืดชักปืนยิงเข้าที่หลัง ดับคาจยย คู่ใจ,แปลอังกฤษเป็นภาษาไทย
"A foreign man in his 30s was invited by a friend to watch a paean dance in Sa Kaeo, Udon Thani  He got into a brawl with young men in front of the stage  In the end, he ran off to get a motorcycle, only to be shot by an unidentified man ",หนุ่มที่มาจากต่างจังหวัดมีแผนเชิญเพื่อนมาบ้านเขาเพื่อร่วมชมการแสดงของวงหมอลำที่ถูกสร้างขึ้นในอำเภอเพ็ญ จังหวัดอุดรธานีจริงๆ มีเรื่องราวที่เกิดขึ้นกับวัยรุ่นในพื้นที่นี้บนเวทีหมอลำหลายครั้ง สุดท้ายหนุ่มหนีไปจังหวัดจันทบุรี แต่ถูกมือมืดชักปืนยิงเข้าที่ด้านหลัง ตายใจคาจยย คะนองถูกที่กันแล้ว,แปลอังกฤษเป็นภาษาไทย
Marc Pooke's late goal gave The Cherries a 1 0 win over Chelsea  The victory moved Bournemouth up to 8th in the Premier League table ,มาร์ค พิวจ์ ยิงประตูชัยช่วยให้ เดอะ เชอร์รีส์ บอร์นมัธ เปิดบ้านเอาชนะ จิ้งจอกสยาม เลสเตอร์ ซิตี้ ไป 1 0 เก็บ 3 คะแนนสำคัญ ขยับขึ้นที่ 8 ของตาราง ในศึกพรีเมียร์ลีก อังกฤษ,แปลอังกฤษเป็นภาษาไทย
